V1	V2
87	Nfkb1	Cxcl2
88	Cxcl1	Il6
89	Ier3	Il6
90	Nfkbia	Il6
91	Tnfaip6	Il6
92	Klf4	Il6
93	Ugdh	Il6
94	Zfp36	Il6
95	Phlda1	Il6
96	Cebpb	Il6
97	Nr4a1	Il6
98	Nfkb1	Il6
99	Cxcl2	Il6
100	Cxcl1	Gem
101	Serpine1	Gem
102	Hspa1a	Gem
103	Ier3	Gem
104	Btg2	Gem
105	Nfkbia	Gem
106	Klf4	Gem
107	Zfp36	Gem
108	Phlda1	Gem
109	Nr4a1	Gem
110	Nfkb1	Gem
111	Cxcl2	Gem
112	Btg2	Adam12
113	Zfp36	Adam12
114	Nr4a1	Adam12
115	Il6	Adam12
116	Gem	Adam12
117	Cxcl1	Pla1a
118	Serpine1	Pla1a
119	Btg2	Pla1a
120	Klf4	Pla1a
121	Zfp36	Pla1a
122	Phlda1	Pla1a
123	Nr4a1	Pla1a
124	Adam12	Pla1a
125	Cxcl1	Fosb
126	Serpine1	Fosb
127	Hspa1a	Fosb
128	Ier3	Fosb
129	Btg2	Fosb
130	Nfkbia	Fosb
131	Klf4	Fosb
132	Zfp36	Fosb
133	Phlda1	Fosb
134	Nr4a1	Fosb
135	Nfkb1	Fosb
136	Gem	Fosb
137	Pla1a	Fosb
138	Cxcl1	Pde4b
139	Nfkbia	Pde4b
140	Tnfaip6	Pde4b
141	Zfp36	Pde4b
142	Phlda1	Pde4b
143	Nr4a1	Pde4b
144	Nfkb1	Pde4b
145	Il6	Pde4b
146	Cxcl1	Atf3
147	Serpine1	Atf3
148	Hspa1a	Atf3
149	Ier3	Atf3
150	Btg2	Atf3
151	Nfkbia	Atf3
152	Klf4	Atf3
153	Zfp36	Atf3
154	Nr4a1	Atf3
155	Nfkb1	Atf3
156	Il6	Atf3
157	Gem	Atf3
158	Adam12	Atf3
159	Pla1a	Atf3
160	Fosb	Atf3
161	Cxcl1	Sgk1
162	Btg2	Sgk1
163	Klf4	Sgk1
164	Cebpb	Sgk1
165	Nr4a1	Sgk1
166	Cxcl2	Sgk1
167	Gem	Sgk1
168	Fosb	Sgk1
169	Atf3	Sgk1
170	Cxcl1	Has1
171	Ier3	Has1
172	Btg2	Has1
173	Nfkbia	Has1
174	Tnfaip6	Has1
175	Klf4	Has1
176	Ugdh	Has1
177	Zfp36	Has1
178	Phlda1	Has1
179	Nr4a1	Has1
180	Nfkb1	Has1
181	Cxcl2	Has1
182	Il6	Has1
183	Adam12	Has1
184	Atf3	Has1
185	Cxcl1	Ier5
186	Ier3	Ier5
187	Btg2	Ier5
188	Nfkbia	Ier5
189	Tnfaip6	Ier5
190	Klf4	Ier5
191	Zfp36	Ier5
192	Phlda1	Ier5
193	Cebpb	Ier5
194	Nr4a1	Ier5
195	Nfkb1	Ier5
196	Cxcl2	Ier5
197	Il6	Ier5
198	Fosb	Ier5
199	Sgk1	Ier5
200	Has1	Ier5
201	Cxcl1	Adamts4
202	Hspa1a	Adamts4
203	Btg2	Adamts4
204	Nfkbia	Adamts4
205	Tnfaip6	Adamts4
206	Klf4	Adamts4
207	Zfp36	Adamts4
208	Phlda1	Adamts4
209	Nr4a1	Adamts4
210	Nfkb1	Adamts4
211	Gem	Adamts4
212	Pla1a	Adamts4
213	Fosb	Adamts4
214	Atf3	Adamts4
215	Has1	Adamts4
216	Ier5	Adamts4
217	Cxcl1	Pim1
218	Serpine1	Pim1
219	Btg2	Pim1
220	Nfkbia	Pim1
221	Tnfaip6	Pim1
222	Klf4	Pim1
223	Zfp36	Pim1
224	Nr4a1	Pim1
225	Nfkb1	Pim1
226	Il6	Pim1
227	Pde4b	Pim1
228	Has1	Pim1
229	Adamts4	Pim1
230	Cxcl1	Kdm6b
231	Serpine1	Kdm6b
232	Ier3	Kdm6b
233	Btg2	Kdm6b
234	Nfkbia	Kdm6b
235	Tnfaip6	Kdm6b
236	Klf4	Kdm6b
237	Zfp36	Kdm6b
238	Phlda1	Kdm6b
239	Nr4a1	Kdm6b
240	Nfkb1	Kdm6b
241	Il6	Kdm6b
242	Gem	Kdm6b
243	Adam12	Kdm6b
244	Fosb	Kdm6b
245	Has1	Kdm6b
246	Pim1	Kdm6b
247	Cxcl1	Gm17268
248	Btg2	Gm17268
249	Nfkbia	Gm17268
250	Zfp36	Gm17268
251	Phlda1	Gm17268
252	Nfkb1	Gm17268
253	Cxcl2	Gm17268
254	Il6	Gm17268
255	Pim1	Gm17268
256	Kdm6b	Gm17268
257	Serpine1	Gm26532
258	Hspa1a	Gm26532
259	Btg2	Gm26532
260	Klf4	Gm26532
261	Nr4a1	Gm26532
262	Gem	Gm26532
263	Pla1a	Gm26532
264	Fosb	Gm26532
265	Adamts4	Gm26532
266	Gm17268	Gm26532
267	Cxcl1	Egr2
268	Serpine1	Egr2
269	Hspa1a	Egr2
270	Btg2	Egr2
271	Klf4	Egr2
272	Ugdh	Egr2
273	Zfp36	Egr2
274	Phlda1	Egr2
275	Cebpb	Egr2
276	Nr4a1	Egr2
277	Nfkb1	Egr2
278	Cxcl2	Egr2
279	Il6	Egr2
280	Gem	Egr2
281	Pla1a	Egr2
282	Fosb	Egr2
283	Ier3	Bhlhe40
284	Btg2	Bhlhe40
285	Nfkbia	Bhlhe40
286	Tnfaip6	Bhlhe40
287	Klf4	Bhlhe40
288	Zfp36	Bhlhe40
289	Phlda1	Bhlhe40
290	Nr4a1	Bhlhe40
291	Nfkb1	Bhlhe40
292	Has1	Bhlhe40
293	Egr2	Bhlhe40
294	Cxcl1	Gclc
295	Hspa1a	Gclc
296	Ier3	Gclc
297	Btg2	Gclc
298	Zfp36	Gclc
299	Phlda1	Gclc
300	Nr4a1	Gclc
301	Nfkb1	Gclc
302	Il6	Gclc
303	Cxcl1	Snai1
304	Ier3	Snai1
305	Nfkbia	Snai1
306	Tnfaip6	Snai1
307	Klf4	Snai1
308	Nr4a1	Snai1
309	Gem	Snai1
310	Adam12	Snai1
311	Atf3	Snai1
312	Kdm6b	Snai1
313	Gclc	Snai1
314	Cxcl1	Sertad1
315	Btg2	Sertad1
316	Nfkbia	Sertad1
317	Tnfaip6	Sertad1
318	Klf4	Sertad1
319	Zfp36	Sertad1
320	Nr4a1	Sertad1
321	Il6	Sertad1
322	Gem	Sertad1
323	Adam12	Sertad1
324	Fosb	Sertad1
325	Atf3	Sertad1
326	Has1	Sertad1
327	Pim1	Sertad1
328	Egr2	Sertad1
329	Snai1	Sertad1
330	Cxcl1	Nr4a3
331	Serpine1	Nr4a3
332	Ier3	Nr4a3
333	Btg2	Nr4a3
334	Nfkbia	Nr4a3
335	Klf4	Nr4a3
336	Ugdh	Nr4a3
337	Zfp36	Nr4a3
338	Phlda1	Nr4a3
339	Cebpb	Nr4a3
340	Nr4a1	Nr4a3
341	Nfkb1	Nr4a3
342	Cxcl2	Nr4a3
343	Il6	Nr4a3
344	Gem	Nr4a3
345	Pla1a	Nr4a3
346	Fosb	Nr4a3
347	Atf3	Nr4a3
348	Sgk1	Nr4a3
349	Has1	Nr4a3
350	Ier5	Nr4a3
351	Adamts4	Nr4a3
352	Kdm6b	Nr4a3
353	Gm26532	Nr4a3
354	Egr2	Nr4a3
355	Cxcl1	Maff
356	Serpine1	Maff
357	Hspa1a	Maff
358	Btg2	Maff
359	Zfp36	Maff
360	Cxcl2	Maff
361	Il6	Maff
362	Has1	Maff
363	Gclc	Maff
364	Cxcl1	Depdc5
365	Nfkbia	Depdc5
366	Klf4	Depdc5
367	Phlda1	Depdc5
368	Cebpb	Depdc5
369	Nfkb1	Depdc5
370	Cxcl2	Depdc5
371	Il6	Depdc5
372	Sgk1	Depdc5
373	Has1	Depdc5
374	Ier5	Depdc5
375	Adamts4	Depdc5
376	Sertad1	Depdc5
377	Serpine1	Ptgs2
378	Ier3	Ptgs2
379	Btg2	Ptgs2
380	Tnfaip6	Ptgs2
381	Klf4	Ptgs2
382	Phlda1	Ptgs2
383	Nr4a1	Ptgs2
384	Nfkb1	Ptgs2
385	Gem	Ptgs2
386	Kdm6b	Ptgs2
387	Snai1	Ptgs2
388	Cxcl1	Nr4a2
389	Ier3	Nr4a2
390	Btg2	Nr4a2
391	Nfkbia	Nr4a2
392	Klf4	Nr4a2
393	Cebpb	Nr4a2
394	Nr4a1	Nr4a2
395	Nfkb1	Nr4a2
396	Cxcl2	Nr4a2
397	Gem	Nr4a2
398	Sgk1	Nr4a2
399	Has1	Nr4a2
400	Pim1	Nr4a2
401	Gm17268	Nr4a2
402	Bhlhe40	Nr4a2
403	Gclc	Nr4a2
404	Sertad1	Nr4a2
405	Nr4a3	Nr4a2
406	Ptgs2	Nr4a2
407	Btg2	Rras2
408	Nr4a1	Rras2
409	Nfkb1	Rras2
410	Sertad1	Rras2
411	Serpine1	F2rl1
412	Hspa1a	F2rl1
413	Btg2	F2rl1
414	Klf4	F2rl1
415	Zfp36	F2rl1
416	Phlda1	F2rl1
417	Pla1a	F2rl1
418	Atf3	F2rl1
419	Sgk1	F2rl1
420	Pim1	F2rl1
421	Gm26532	F2rl1
422	Egr2	F2rl1
423	Bhlhe40	F2rl1
424	Nr4a3	F2rl1
425	Ptgs2	F2rl1
426	Btg2	Tgm2
427	Klf4	Tgm2
428	Atf3	Tgm2
429	Adamts4	Tgm2
430	Nr4a3	Tgm2
431	Cxcl1	Trib1
432	Serpine1	Trib1
433	Ier3	Trib1
434	Btg2	Trib1
435	Nfkbia	Trib1
436	Tnfaip6	Trib1
437	Klf4	Trib1
438	Ugdh	Trib1
439	Zfp36	Trib1
440	Nr4a1	Trib1
441	Nfkb1	Trib1
442	Cxcl2	Trib1
443	Il6	Trib1
444	Gem	Trib1
445	Adam12	Trib1
446	Fosb	Trib1
447	Atf3	Trib1
448	Has1	Trib1
449	Ier5	Trib1
450	Adamts4	Trib1
451	Pim1	Trib1
452	Kdm6b	Trib1
453	Egr2	Trib1
454	Bhlhe40	Trib1
455	Snai1	Trib1
456	Sertad1	Trib1
457	Nr4a3	Trib1
458	Depdc5	Trib1
459	Serpine1	Nes
460	Hspa1a	Nes
461	Zfp36	Nes
462	Nr4a1	Nes
463	Fosb	Nes
464	Atf3	Nes
465	Maff	Nes
466	Btg2	Tnfaip2
467	Klf4	Tnfaip2
468	Zfp36	Tnfaip2
469	Phlda1	Tnfaip2
470	Nr4a1	Tnfaip2
471	Nfkb1	Tnfaip2
472	Cxcl2	Tnfaip2
473	Adam12	Tnfaip2
474	Pla1a	Tnfaip2
475	Gm17268	Tnfaip2
476	Egr2	Tnfaip2
477	Cxcl1	Tiparp
478	Hspa1a	Tiparp
479	Ier3	Tiparp
480	Btg2	Tiparp
481	Nfkbia	Tiparp
482	Tnfaip6	Tiparp
483	Klf4	Tiparp
484	Ugdh	Tiparp
485	Zfp36	Tiparp
486	Phlda1	Tiparp
487	Nr4a1	Tiparp
488	Nfkb1	Tiparp
489	Il6	Tiparp
490	Adam12	Tiparp
491	Fosb	Tiparp
492	Pde4b	Tiparp
493	Sgk1	Tiparp
494	Has1	Tiparp
495	Ier5	Tiparp
496	Gclc	Tiparp
497	Sertad1	Tiparp
498	Nr4a3	Tiparp
499	Maff	Tiparp
500	Depdc5	Tiparp
501	Nr4a2	Tiparp
502	Nes	Tiparp
503	Cxcl1	Birc3
504	Btg2	Birc3
505	Nfkbia	Birc3
506	Tnfaip6	Birc3
507	Klf4	Birc3
508	Zfp36	Birc3
509	Phlda1	Birc3
510	Cebpb	Birc3
511	Nr4a1	Birc3
512	Nfkb1	Birc3
513	Il6	Birc3
514	Gem	Birc3
515	Fosb	Birc3
516	Atf3	Birc3
517	Ier5	Birc3
518	Adamts4	Birc3
519	Kdm6b	Birc3
520	Egr2	Birc3
521	Gclc	Birc3
522	Rras2	Birc3
523	Cxcl1	Ell2
524	Serpine1	Ell2
525	Ier3	Ell2
526	Btg2	Ell2
527	Nfkbia	Ell2
528	Klf4	Ell2
529	Zfp36	Ell2
530	Phlda1	Ell2
531	Cebpb	Ell2
532	Nr4a1	Ell2
533	Nfkb1	Ell2
534	Cxcl2	Ell2
535	Gem	Ell2
536	Pla1a	Ell2
537	Fosb	Ell2
538	Atf3	Ell2
539	Sgk1	Ell2
540	Ier5	Ell2
541	Pim1	Ell2
542	Kdm6b	Ell2
543	Gm17268	Ell2
544	Nr4a3	Ell2
545	Ptgs2	Ell2
546	Nr4a2	Ell2
547	Trib1	Ell2
548	Tiparp	Ell2
549	Nfkb1	Slc10a6
550	Il6	Slc10a6
551	Snai1	Slc10a6
552	Nr4a3	Slc10a6
553	Birc3	Slc10a6
554	Cxcl1	Hsph1
555	Hspa1a	Hsph1
556	Btg2	Hsph1
557	Zfp36	Hsph1
558	Nr4a1	Hsph1
559	Gem	Hsph1
560	Atf3	Hsph1
561	Adamts4	Hsph1
562	Cxcl1	Ubash3b
563	Ier3	Ubash3b
564	Nfkbia	Ubash3b
565	Klf4	Ubash3b
566	Zfp36	Ubash3b
567	Nr4a1	Ubash3b
568	Nfkb1	Ubash3b
569	Il6	Ubash3b
570	Gem	Ubash3b
571	Ier5	Ubash3b
572	Nr4a3	Ubash3b
573	Trib1	Ubash3b
574	Cxcl1	Sbno2
575	Btg2	Sbno2
576	Nfkbia	Sbno2
577	Tnfaip6	Sbno2
578	Klf4	Sbno2
579	Zfp36	Sbno2
580	Phlda1	Sbno2
581	Cebpb	Sbno2
582	Nr4a1	Sbno2
583	Nfkb1	Sbno2
584	Cxcl2	Sbno2
585	Il6	Sbno2
586	Fosb	Sbno2
587	Pde4b	Sbno2
588	Sgk1	Sbno2
589	Has1	Sbno2
590	Pim1	Sbno2
591	Gclc	Sbno2
592	Nr4a3	Sbno2
593	Birc3	Sbno2
594	Ubash3b	Sbno2
595	Btg2	Fetub
596	Ugdh	Fetub
597	Nr4a1	Fetub
598	Adamts4	Fetub
599	Gm26532	Fetub
600	Nr4a3	Fetub
601	Rras2	Fetub
602	Tgm2	Fetub
603	Tiparp	Fetub
604	Hspa1a	Smad3
605	Ubash3b	Smad3
606	Cxcl1	Rgs2
607	Hspa1a	Rgs2
608	Ier3	Rgs2
609	Btg2	Rgs2
610	Nfkbia	Rgs2
611	Klf4	Rgs2
612	Ugdh	Rgs2
613	Zfp36	Rgs2
614	Phlda1	Rgs2
615	Cebpb	Rgs2
616	Nr4a1	Rgs2
617	Nfkb1	Rgs2
618	Gem	Rgs2
619	Fosb	Rgs2
620	Sgk1	Rgs2
621	Ier5	Rgs2
622	Gm26532	Rgs2
623	Egr2	Rgs2
624	Nr4a3	Rgs2
625	F2rl1	Rgs2
626	Nes	Rgs2
627	Tiparp	Rgs2
628	Ell2	Rgs2
629	Hspa1a	Nol12
630	Ier3	Nol12
631	Btg2	Nol12
632	Tnfaip6	Nol12
633	Klf4	Nol12
634	Zfp36	Nol12
635	Nr4a1	Nol12
636	Gem	Nol12
637	Atf3	Nol12
638	Has1	Nol12
639	Gm26532	Nol12
640	Nr4a3	Nol12
641	Depdc5	Nol12
642	Smad3	Nol12
643	Btg2	Plekho2
644	Nfkb1	Plekho2
645	Il6	Plekho2
646	Nes	Plekho2
647	Cxcl1	Adamts9
648	Ier3	Adamts9
649	Btg2	Adamts9
650	Nfkbia	Adamts9
651	Tnfaip6	Adamts9
652	Klf4	Adamts9
653	Ugdh	Adamts9
654	Zfp36	Adamts9
655	Phlda1	Adamts9
656	Cebpb	Adamts9
657	Nr4a1	Adamts9
658	Nfkb1	Adamts9
659	Cxcl2	Adamts9
660	Il6	Adamts9
661	Adam12	Adamts9
662	Pla1a	Adamts9
663	Fosb	Adamts9
664	Has1	Adamts9
665	Ier5	Adamts9
666	Pim1	Adamts9
667	Egr2	Adamts9
668	Gclc	Adamts9
669	Sertad1	Adamts9
670	Depdc5	Adamts9
671	Ptgs2	Adamts9
672	Trib1	Adamts9
673	Tnfaip2	Adamts9
674	Tiparp	Adamts9
675	Birc3	Adamts9
676	Slc10a6	Adamts9
677	Nr4a1	Atp1b3
678	Nfkb1	Atp1b3
679	Maff	Atp1b3
680	Tnfaip2	Atp1b3
681	Adamts9	Atp1b3
682	Cxcl1	Gm41609
683	Nfkbia	Gm41609
684	Tnfaip6	Gm41609
685	Nfkb1	Gm41609
686	Has1	Gm41609
687	Kdm6b	Gm41609
688	Gm26532	Gm41609
689	Ptgs2	Gm41609
690	Cxcl1	Kcnip1
691	Hspa1a	Kcnip1
692	Btg2	Kcnip1
693	Zfp36	Kcnip1
694	Cxcl2	Kcnip1
695	Gem	Kcnip1
696	Pla1a	Kcnip1
697	Fosb	Kcnip1
698	Pde4b	Kcnip1
699	Adamts4	Kcnip1
700	Egr2	Kcnip1
701	Rras2	Kcnip1
702	Birc3	Kcnip1
703	Ubash3b	Kcnip1
704	Adamts9	Kcnip1
705	Hspa1a	Lypla2
706	Btg2	Lypla2
707	Zfp36	Lypla2
708	Phlda1	Lypla2
709	Gem	Lypla2
710	Pla1a	Lypla2
711	Egr2	Lypla2
712	Nr4a3	Lypla2
713	Hsph1	Lypla2
714	Rgs2	Lypla2
715	Cxcl1	Mpp7
716	Hspa1a	Mpp7
717	Btg2	Mpp7
718	Tnfaip6	Mpp7
719	Klf4	Mpp7
720	Zfp36	Mpp7
721	Phlda1	Mpp7
722	Nr4a1	Mpp7
723	Nfkb1	Mpp7
724	Fosb	Mpp7
725	Pde4b	Mpp7
726	Has1	Mpp7
727	Ier5	Mpp7
728	Adamts4	Mpp7
729	Pim1	Mpp7
730	Kdm6b	Mpp7
731	Gclc	Mpp7
732	Snai1	Mpp7
733	Ptgs2	Mpp7
734	Trib1	Mpp7
735	Ell2	Mpp7
736	Hsph1	Mpp7
737	Rgs2	Mpp7
738	Adamts9	Mpp7
739	Kcnip1	Mpp7
740	Cxcl1	Khdrbs3
741	Ier5	Khdrbs3
742	Trib1	Khdrbs3
743	Ubash3b	Khdrbs3
744	Smad3	Khdrbs3
745	Plekho2	Khdrbs3
746	Klf4	Lmo2
747	Ugdh	Lmo2
748	Adam12	Lmo2
749	Maff	Lmo2
750	Nes	Lmo2
751	Tiparp	Lmo2
752	Hspa1a	Arc
753	Btg2	Arc
754	Klf4	Arc
755	Zfp36	Arc
756	Nr4a1	Arc
757	Adam12	Arc
758	Fosb	Arc
759	Atf3	Arc
760	Gm26532	Arc
761	Egr2	Arc
762	Bhlhe40	Arc
763	Sertad1	Arc
764	Rras2	Arc
765	F2rl1	Arc
766	Nes	Arc
767	Rgs2	Arc
768	Cxcl1	Rnf217
769	Ier3	Rnf217
770	Btg2	Rnf217
771	Nfkbia	Rnf217
772	Tnfaip6	Rnf217
773	Klf4	Rnf217
774	Ugdh	Rnf217
775	Zfp36	Rnf217
776	Phlda1	Rnf217
777	Cebpb	Rnf217
778	Nr4a1	Rnf217
779	Nfkb1	Rnf217
780	Cxcl2	Rnf217
781	Il6	Rnf217
782	Fosb	Rnf217
783	Sgk1	Rnf217
784	Has1	Rnf217
785	Ier5	Rnf217
786	Adamts4	Rnf217
787	Egr2	Rnf217
788	Bhlhe40	Rnf217
789	Sertad1	Rnf217
790	Nr4a3	Rnf217
791	Depdc5	Rnf217
792	Nr4a2	Rnf217
793	Trib1	Rnf217
794	Tiparp	Rnf217
795	Ell2	Rnf217
796	Ubash3b	Rnf217
797	Rgs2	Rnf217
798	Adamts9	Rnf217
799	Mpp7	Rnf217
800	Serpine1	Egr3
801	Btg2	Egr3
802	Tnfaip6	Egr3
803	Nr4a1	Egr3
804	Has1	Egr3
805	Egr2	Egr3
806	Nr4a3	Egr3
807	Tnfaip2	Egr3
808	Fetub	Egr3
809	Ier3	Fbxo33
810	Btg2	Fbxo33
811	Nfkbia	Fbxo33
812	Klf4	Fbxo33
813	Zfp36	Fbxo33
814	Nr4a1	Fbxo33
815	Fosb	Fbxo33
816	Ier5	Fbxo33
817	Bhlhe40	Fbxo33
818	Trib1	Fbxo33
819	Tiparp	Fbxo33
820	Plekho2	Fbxo33
821	Mpp7	Fbxo33
822	Arc	Fbxo33
823	Ier3	Abce1
824	Pim1	Abce1
825	Gm26532	Abce1
826	Bhlhe40	Abce1
827	Gclc	Abce1
828	Kcnip1	Abce1
829	Btg2	Opa3
830	Klf4	Opa3
831	Ugdh	Opa3
832	Nr4a1	Opa3
833	Fosb	Opa3
834	Pde4b	Opa3
835	Atf3	Opa3
836	Sgk1	Opa3
837	Snai1	Opa3
838	Sertad1	Opa3
839	Nr4a3	Opa3
840	Nr4a2	Opa3
841	F2rl1	Opa3
842	Nol12	Opa3
843	Arc	Opa3
844	Cxcl1	Fosl2
845	Btg2	Fosl2
846	Tnfaip6	Fosl2
847	Klf4	Fosl2
848	Zfp36	Fosl2
849	Cebpb	Fosl2
850	Nr4a1	Fosl2
851	Nfkb1	Fosl2
852	Cxcl2	Fosl2
853	Il6	Fosl2
854	Adam12	Fosl2
855	Has1	Fosl2
856	Ier5	Fosl2
857	Kdm6b	Fosl2
858	Egr2	Fosl2
859	Bhlhe40	Fosl2
860	Sertad1	Fosl2
861	Nr4a3	Fosl2
862	Depdc5	Fosl2
863	Trib1	Fosl2
864	Tnfaip2	Fosl2
865	Tiparp	Fosl2
866	Birc3	Fosl2
867	Sbno2	Fosl2
868	Adamts9	Fosl2
869	Khdrbs3	Fosl2
870	Rnf217	Fosl2
871	Cxcl1	Sms
872	Btg2	Sms
873	Zfp36	Sms
874	Nr4a1	Sms
875	Pla1a	Sms
876	Atf3	Sms
877	Sgk1	Sms
878	Pim1	Sms
879	Cxcl1	Dot1l
880	Klf4	Dot1l
881	Ugdh	Dot1l
882	Nr4a1	Dot1l
883	Nfkb1	Dot1l
884	Il6	Dot1l
885	Fosb	Dot1l
886	Adamts4	Dot1l
887	Pim1	Dot1l
888	Bhlhe40	Dot1l
889	Nr4a3	Dot1l
890	Trib1	Dot1l
891	Nes	Dot1l
892	Atp1b3	Dot1l
893	Rnf217	Dot1l
894	Fbxo33	Dot1l
895	Ugdh	Irf3
896	Sgk1	Irf3
897	Gm17268	Irf3
898	Kcnip1	Irf3
899	Lypla2	Irf3
