V1	V2
117	Cst3	Rps8
118	Tmsb4x	Rps8
119	Cxcl3	Rps8
120	Rpl37a	Rps8
121	Rps27a	Rps8
122	Tyrobp	Rps8
123	Rps29	Rps8
124	Rpl32	Rps8
125	Slpi	Rps8
126	Rps18	Rps8
127	Rps4x	Rps8
128	Rpl41	Rps8
129	Rps19	Rps8
130	Rpl13	Rps8
131	Lyz2	Rplp1
132	Ctss	Rplp1
133	Cst3	Rplp1
134	Tmsb4x	Rplp1
135	Cxcl3	Rplp1
136	Rpl37a	Rplp1
137	Rps27a	Rplp1
138	Tyrobp	Rplp1
139	Rps29	Rplp1
140	Rpl32	Rplp1
141	Slpi	Rplp1
142	Rps18	Rplp1
143	Rps4x	Rplp1
144	Rpl41	Rplp1
145	Rps19	Rplp1
146	Rpl13	Rplp1
147	Rps8	Rplp1
148	Lyz2	Rpl3
149	Ctss	Rpl3
150	Cst3	Rpl3
151	Tmsb4x	Rpl3
152	Cxcl3	Rpl3
153	Rpl37a	Rpl3
154	Rps27a	Rpl3
155	Tyrobp	Rpl3
156	Rps29	Rpl3
157	Rpl32	Rpl3
158	Slpi	Rpl3
159	Rps18	Rpl3
160	Rps4x	Rpl3
161	Rpl41	Rpl3
162	Rps19	Rpl3
163	Rpl13	Rpl3
164	Rps8	Rpl3
165	Rplp1	Rpl3
166	Lyz2	Fcer1g
167	Ctss	Fcer1g
168	Cst3	Fcer1g
169	Tmsb4x	Fcer1g
170	Cxcl3	Fcer1g
171	Rpl37a	Fcer1g
172	Rps27a	Fcer1g
173	Tyrobp	Fcer1g
174	Rps29	Fcer1g
175	Rps18	Fcer1g
176	Rps4x	Fcer1g
177	Rpl41	Fcer1g
178	Rps19	Fcer1g
179	Rps8	Fcer1g
180	Rplp1	Fcer1g
181	Rpl3	Fcer1g
182	Cst3	Prdx6
183	Tmsb4x	Prdx6
184	Cxcl3	Prdx6
185	Rpl37a	Prdx6
186	Rpl32	Prdx6
187	Slpi	Prdx6
188	Rps4x	Prdx6
189	Rpl41	Prdx6
190	Rps19	Prdx6
191	Rps8	Prdx6
192	Rplp1	Prdx6
193	Rpl3	Prdx6
194	Lyz2	Rpl14
195	Ctss	Rpl14
196	Cst3	Rpl14
197	Tmsb4x	Rpl14
198	Cxcl3	Rpl14
199	Rpl37a	Rpl14
200	Rps27a	Rpl14
201	Tyrobp	Rpl14
202	Rps29	Rpl14
203	Rpl32	Rpl14
204	Slpi	Rpl14
205	Rps18	Rpl14
206	Rps4x	Rpl14
207	Rpl41	Rpl14
208	Rps19	Rpl14
209	Rpl13	Rpl14
210	Rps8	Rpl14
211	Rplp1	Rpl14
212	Rpl3	Rpl14
213	Prdx6	Rpl14
214	Lyz2	Rgcc
215	Ctss	Rgcc
216	Cst3	Rgcc
217	Tmsb4x	Rgcc
218	Cxcl3	Rgcc
219	Rpl37a	Rgcc
220	Rps27a	Rgcc
221	Tyrobp	Rgcc
222	Rps29	Rgcc
223	Rpl32	Rgcc
224	Slpi	Rgcc
225	Rps18	Rgcc
226	Rps4x	Rgcc
227	Rpl41	Rgcc
228	Rps19	Rgcc
229	Rpl13	Rgcc
230	Rps8	Rgcc
231	Rpl3	Rgcc
232	Prdx6	Rgcc
233	Rpl14	Rgcc
234	Lyz2	Rps23
235	Ctss	Rps23
236	Cst3	Rps23
237	Tmsb4x	Rps23
238	Cxcl3	Rps23
239	Rpl37a	Rps23
240	Rps27a	Rps23
241	Tyrobp	Rps23
242	Rps29	Rps23
243	Rpl32	Rps23
244	Slpi	Rps23
245	Rps18	Rps23
246	Rps4x	Rps23
247	Rpl41	Rps23
248	Rps19	Rps23
249	Rpl13	Rps23
250	Rps8	Rps23
251	Rplp1	Rps23
252	Rpl3	Rps23
253	Fcer1g	Rps23
254	Rpl14	Rps23
255	Rgcc	Rps23
256	Lyz2	F10
257	Cst3	F10
258	Tmsb4x	F10
259	Cxcl3	F10
260	Rpl37a	F10
261	Rps29	F10
262	Rpl32	F10
263	Rps18	F10
264	Rpl41	F10
265	Rps19	F10
266	Rpl13	F10
267	Rps8	F10
268	Rplp1	F10
269	Rpl3	F10
270	Prdx6	F10
271	Rpl14	F10
272	Rgcc	F10
273	Rps23	F10
274	Lyz2	Rpl11
275	Ctss	Rpl11
276	Cst3	Rpl11
277	Tmsb4x	Rpl11
278	Cxcl3	Rpl11
279	Rpl37a	Rpl11
280	Rps27a	Rpl11
281	Tyrobp	Rpl11
282	Rps29	Rpl11
283	Rpl32	Rpl11
284	Slpi	Rpl11
285	Rps18	Rpl11
286	Rps4x	Rpl11
287	Rpl41	Rpl11
288	Rps19	Rpl11
289	Rpl13	Rpl11
290	Rps8	Rpl11
291	Rplp1	Rpl11
292	Rpl3	Rpl11
293	Fcer1g	Rpl11
294	Prdx6	Rpl11
295	Rpl14	Rpl11
296	Rgcc	Rpl11
297	Rps23	Rpl11
298	F10	Rpl11
299	Cst3	Ccr1
300	Tmsb4x	Ccr1
301	Cxcl3	Ccr1
302	Rpl37a	Ccr1
303	Rps27a	Ccr1
304	Rpl32	Ccr1
305	Rpl41	Ccr1
306	Rps19	Ccr1
307	Rpl13	Ccr1
308	Rps8	Ccr1
309	Rplp1	Ccr1
310	Rpl3	Ccr1
311	Prdx6	Ccr1
312	Rpl14	Ccr1
313	Rgcc	Ccr1
314	Rps23	Ccr1
315	F10	Ccr1
316	Rpl11	Ccr1
317	Lyz2	Slc16a3
318	Ctss	Slc16a3
319	Cst3	Slc16a3
320	Tmsb4x	Slc16a3
321	Cxcl3	Slc16a3
322	Rpl37a	Slc16a3
323	Rps27a	Slc16a3
324	Tyrobp	Slc16a3
325	Rpl32	Slc16a3
326	Slpi	Slc16a3
327	Rps18	Slc16a3
328	Rpl41	Slc16a3
329	Rps19	Slc16a3
330	Rpl13	Slc16a3
331	Rps8	Slc16a3
332	Rplp1	Slc16a3
333	Rpl3	Slc16a3
334	Prdx6	Slc16a3
335	Rpl14	Slc16a3
336	Rgcc	Slc16a3
337	F10	Slc16a3
338	Rpl11	Slc16a3
339	Ccr1	Slc16a3
340	Lyz2	Manf
341	Ctss	Manf
342	Cst3	Manf
343	Tmsb4x	Manf
344	Cxcl3	Manf
345	Tyrobp	Manf
346	Slpi	Manf
347	Prdx6	Manf
348	Rgcc	Manf
349	F10	Manf
350	Ccr1	Manf
351	Slc16a3	Manf
352	Lyz2	Mt2
353	Ctss	Mt2
354	Cst3	Mt2
355	Tmsb4x	Mt2
356	Cxcl3	Mt2
357	Rpl37a	Mt2
358	Rps27a	Mt2
359	Tyrobp	Mt2
360	Rps29	Mt2
361	Rpl32	Mt2
362	Slpi	Mt2
363	Rps18	Mt2
364	Rps4x	Mt2
365	Rpl41	Mt2
366	Rps19	Mt2
367	Rpl13	Mt2
368	Rps8	Mt2
369	Rplp1	Mt2
370	Rpl3	Mt2
371	Fcer1g	Mt2
372	Prdx6	Mt2
373	Rpl14	Mt2
374	Rgcc	Mt2
375	Rps23	Mt2
376	F10	Mt2
377	Rpl11	Mt2
378	Slc16a3	Mt2
379	Manf	Mt2
380	Lyz2	Emilin2
381	Cst3	Emilin2
382	Tmsb4x	Emilin2
383	Cxcl3	Emilin2
384	Rpl37a	Emilin2
385	Slpi	Emilin2
386	Rplp1	Emilin2
387	Prdx6	Emilin2
388	Rpl14	Emilin2
389	Rgcc	Emilin2
390	F10	Emilin2
391	Rpl11	Emilin2
392	Ccr1	Emilin2
393	Slc16a3	Emilin2
394	Manf	Emilin2
395	Mt2	Emilin2
396	Lyz2	Smox
397	Ctss	Smox
398	Cst3	Smox
399	Tmsb4x	Smox
400	Cxcl3	Smox
401	Rpl37a	Smox
402	Rps27a	Smox
403	Tyrobp	Smox
404	Rpl32	Smox
405	Slpi	Smox
406	Rps18	Smox
407	Rps4x	Smox
408	Rpl41	Smox
409	Rps19	Smox
410	Rpl13	Smox
411	Rps8	Smox
412	Rplp1	Smox
413	Rpl3	Smox
414	Prdx6	Smox
415	Rpl14	Smox
416	Rgcc	Smox
417	Rps23	Smox
418	F10	Smox
419	Rpl11	Smox
420	Ccr1	Smox
421	Slc16a3	Smox
422	Manf	Smox
423	Mt2	Smox
424	Emilin2	Smox
425	Lyz2	Ero1l
426	Ctss	Ero1l
427	Cst3	Ero1l
428	Tmsb4x	Ero1l
429	Cxcl3	Ero1l
430	Rpl37a	Ero1l
431	Rps27a	Ero1l
432	Tyrobp	Ero1l
433	Rpl32	Ero1l
434	Slpi	Ero1l
435	Rps18	Ero1l
436	Rps4x	Ero1l
437	Rpl41	Ero1l
438	Rps19	Ero1l
439	Rpl13	Ero1l
440	Rps8	Ero1l
441	Rplp1	Ero1l
442	Rpl3	Ero1l
443	Fcer1g	Ero1l
444	Prdx6	Ero1l
445	Rpl14	Ero1l
446	Rgcc	Ero1l
447	F10	Ero1l
448	Rpl11	Ero1l
449	Ccr1	Ero1l
450	Slc16a3	Ero1l
451	Manf	Ero1l
452	Mt2	Ero1l
453	Emilin2	Ero1l
454	Smox	Ero1l
455	Lyz2	Nedd9
456	Ctss	Nedd9
457	Cst3	Nedd9
458	Tmsb4x	Nedd9
459	Cxcl3	Nedd9
460	Rps27a	Nedd9
461	Rpl32	Nedd9
462	Slpi	Nedd9
463	Rps18	Nedd9
464	Rps19	Nedd9
465	Rpl3	Nedd9
466	Prdx6	Nedd9
467	Rpl14	Nedd9
468	Rpl11	Nedd9
469	Ccr1	Nedd9
470	Slc16a3	Nedd9
471	Mt2	Nedd9
472	Emilin2	Nedd9
473	Smox	Nedd9
474	Ero1l	Nedd9
475	Lyz2	Inhba
476	Ctss	Inhba
477	Cst3	Inhba
478	Tmsb4x	Inhba
479	Cxcl3	Inhba
480	Rpl37a	Inhba
481	Rps27a	Inhba
482	Tyrobp	Inhba
483	Rps29	Inhba
484	Rpl32	Inhba
485	Slpi	Inhba
486	Rps18	Inhba
487	Rps4x	Inhba
488	Rpl41	Inhba
489	Rps19	Inhba
490	Rpl13	Inhba
491	Rps8	Inhba
492	Rplp1	Inhba
493	Rpl3	Inhba
494	Fcer1g	Inhba
495	Prdx6	Inhba
496	Rpl14	Inhba
497	Rgcc	Inhba
498	Rps23	Inhba
499	F10	Inhba
500	Rpl11	Inhba
501	Ccr1	Inhba
502	Slc16a3	Inhba
503	Manf	Inhba
504	Mt2	Inhba
505	Smox	Inhba
506	Ero1l	Inhba
507	Lyz2	Bnip3
508	Ctss	Bnip3
509	Cst3	Bnip3
510	Tmsb4x	Bnip3
511	Cxcl3	Bnip3
512	Rpl37a	Bnip3
513	Rps27a	Bnip3
514	Tyrobp	Bnip3
515	Rps29	Bnip3
516	Rpl32	Bnip3
517	Slpi	Bnip3
518	Rps18	Bnip3
519	Rps4x	Bnip3
520	Rpl41	Bnip3
521	Rps19	Bnip3
522	Rpl13	Bnip3
523	Rps8	Bnip3
524	Rplp1	Bnip3
525	Rpl3	Bnip3
526	Fcer1g	Bnip3
527	Prdx6	Bnip3
528	Rpl14	Bnip3
529	Rgcc	Bnip3
530	Rps23	Bnip3
531	F10	Bnip3
532	Rpl11	Bnip3
533	Ccr1	Bnip3
534	Slc16a3	Bnip3
535	Manf	Bnip3
536	Mt2	Bnip3
537	Emilin2	Bnip3
538	Smox	Bnip3
539	Ero1l	Bnip3
540	Nedd9	Bnip3
541	Inhba	Bnip3
542	Lyz2	Fam162a
543	Ctss	Fam162a
544	Cst3	Fam162a
545	Tmsb4x	Fam162a
546	Cxcl3	Fam162a
547	Tyrobp	Fam162a
548	Prdx6	Fam162a
549	Rpl14	Fam162a
550	Rgcc	Fam162a
551	F10	Fam162a
552	Ccr1	Fam162a
553	Slc16a3	Fam162a
554	Manf	Fam162a
555	Mt2	Fam162a
556	Emilin2	Fam162a
557	Smox	Fam162a
558	Ero1l	Fam162a
559	Nedd9	Fam162a
560	Inhba	Fam162a
561	Bnip3	Fam162a
562	Lyz2	Higd1a
563	Ctss	Higd1a
564	Cst3	Higd1a
565	Tmsb4x	Higd1a
566	Cxcl3	Higd1a
567	Slpi	Higd1a
568	Rps4x	Higd1a
569	Rps19	Higd1a
570	Prdx6	Higd1a
571	Rgcc	Higd1a
572	F10	Higd1a
573	Slc16a3	Higd1a
574	Manf	Higd1a
575	Mt2	Higd1a
576	Emilin2	Higd1a
577	Smox	Higd1a
578	Ero1l	Higd1a
579	Nedd9	Higd1a
580	Bnip3	Higd1a
581	Fam162a	Higd1a
582	Lyz2	Pilra
583	Ctss	Pilra
584	Cst3	Pilra
585	Tmsb4x	Pilra
586	Cxcl3	Pilra
587	Rps27a	Pilra
588	Tyrobp	Pilra
589	Rpl32	Pilra
590	Slpi	Pilra
591	Rps18	Pilra
592	Rpl41	Pilra
593	Rps19	Pilra
594	Rpl13	Pilra
595	Rps8	Pilra
596	Rplp1	Pilra
597	Rpl3	Pilra
598	Fcer1g	Pilra
599	Prdx6	Pilra
600	Rpl14	Pilra
601	Rgcc	Pilra
602	Rps23	Pilra
603	Rpl11	Pilra
604	Slc16a3	Pilra
605	Manf	Pilra
606	Mt2	Pilra
607	Smox	Pilra
608	Ero1l	Pilra
609	Nedd9	Pilra
610	Inhba	Pilra
611	Bnip3	Pilra
612	Fam162a	Pilra
613	Lyz2	Fndc3a
614	Ctss	Fndc3a
615	Cst3	Fndc3a
616	Tmsb4x	Fndc3a
617	Cxcl3	Fndc3a
618	Rpl37a	Fndc3a
619	Rps27a	Fndc3a
620	Tyrobp	Fndc3a
621	Rps29	Fndc3a
622	Rpl32	Fndc3a
623	Slpi	Fndc3a
624	Rps18	Fndc3a
625	Rps4x	Fndc3a
626	Rpl41	Fndc3a
627	Rps19	Fndc3a
628	Rpl13	Fndc3a
629	Rps8	Fndc3a
630	Rplp1	Fndc3a
631	Rpl3	Fndc3a
632	Fcer1g	Fndc3a
633	Prdx6	Fndc3a
634	Rpl14	Fndc3a
635	Rgcc	Fndc3a
636	Rps23	Fndc3a
637	F10	Fndc3a
638	Rpl11	Fndc3a
639	Ccr1	Fndc3a
640	Slc16a3	Fndc3a
641	Manf	Fndc3a
642	Mt2	Fndc3a
643	Emilin2	Fndc3a
644	Smox	Fndc3a
645	Ero1l	Fndc3a
646	Nedd9	Fndc3a
647	Inhba	Fndc3a
648	Bnip3	Fndc3a
649	Fam162a	Fndc3a
650	Higd1a	Fndc3a
651	Pilra	Fndc3a
652	Lyz2	Dnajb9
653	Ctss	Dnajb9
654	Cst3	Dnajb9
655	Tmsb4x	Dnajb9
656	Cxcl3	Dnajb9
657	Tyrobp	Dnajb9
658	Rpl32	Dnajb9
659	Rps18	Dnajb9
660	Rpl41	Dnajb9
661	Rps19	Dnajb9
662	Rpl13	Dnajb9
663	Rps8	Dnajb9
664	Rplp1	Dnajb9
665	Rpl3	Dnajb9
666	Prdx6	Dnajb9
667	Rpl14	Dnajb9
668	Rgcc	Dnajb9
669	F10	Dnajb9
670	Rpl11	Dnajb9
671	Ccr1	Dnajb9
672	Slc16a3	Dnajb9
673	Manf	Dnajb9
674	Mt2	Dnajb9
675	Emilin2	Dnajb9
676	Smox	Dnajb9
677	Ero1l	Dnajb9
678	Inhba	Dnajb9
679	Bnip3	Dnajb9
680	Fam162a	Dnajb9
681	Higd1a	Dnajb9
682	Pilra	Dnajb9
683	Fndc3a	Dnajb9
684	Lyz2	Gpr141
685	Tmsb4x	Gpr141
686	Cxcl3	Gpr141
687	Rpl37a	Gpr141
688	Rpl13	Gpr141
689	Rps8	Gpr141
690	Rpl3	Gpr141
691	Fcer1g	Gpr141
692	Prdx6	Gpr141
693	Rpl14	Gpr141
694	Ccr1	Gpr141
695	Slc16a3	Gpr141
696	Manf	Gpr141
697	Mt2	Gpr141
698	Emilin2	Gpr141
699	Smox	Gpr141
700	Ero1l	Gpr141
701	Nedd9	Gpr141
702	Bnip3	Gpr141
703	Fam162a	Gpr141
704	Higd1a	Gpr141
705	Fndc3a	Gpr141
706	Dnajb9	Gpr141
707	Lyz2	Dok2
708	Ctss	Dok2
709	Cst3	Dok2
710	Tmsb4x	Dok2
711	Cxcl3	Dok2
712	Rps27a	Dok2
713	Rps29	Dok2
714	Rps18	Dok2
715	Rps19	Dok2
716	Rpl13	Dok2
717	Rps8	Dok2
718	Rplp1	Dok2
719	Rpl3	Dok2
720	Fcer1g	Dok2
721	Rpl14	Dok2
722	Rgcc	Dok2
723	Rps23	Dok2
724	F10	Dok2
725	Rpl11	Dok2
726	Manf	Dok2
727	Mt2	Dok2
728	Ero1l	Dok2
729	Nedd9	Dok2
730	Inhba	Dok2
731	Bnip3	Dok2
732	Pilra	Dok2
733	Fndc3a	Dok2
734	Dnajb9	Dok2
735	Lyz2	Slc2a1
736	Ctss	Slc2a1
737	Cst3	Slc2a1
738	Tmsb4x	Slc2a1
739	Cxcl3	Slc2a1
740	Tyrobp	Slc2a1
741	Rpl32	Slc2a1
742	Rps18	Slc2a1
743	Rpl41	Slc2a1
744	Rps19	Slc2a1
745	Rpl13	Slc2a1
746	Rps8	Slc2a1
747	Rpl3	Slc2a1
748	Prdx6	Slc2a1
749	Rgcc	Slc2a1
750	F10	Slc2a1
751	Rpl11	Slc2a1
752	Ccr1	Slc2a1
753	Slc16a3	Slc2a1
754	Manf	Slc2a1
755	Mt2	Slc2a1
756	Emilin2	Slc2a1
757	Smox	Slc2a1
758	Ero1l	Slc2a1
759	Inhba	Slc2a1
760	Bnip3	Slc2a1
761	Fam162a	Slc2a1
762	Higd1a	Slc2a1
763	Fndc3a	Slc2a1
764	Dnajb9	Slc2a1
765	Gpr141	Slc2a1
766	Lyz2	Eif4ebp1
767	Ctss	Eif4ebp1
768	Cst3	Eif4ebp1
769	Tmsb4x	Eif4ebp1
770	Cxcl3	Eif4ebp1
771	Tyrobp	Eif4ebp1
772	Rps8	Eif4ebp1
773	Prdx6	Eif4ebp1
774	F10	Eif4ebp1
775	Slc16a3	Eif4ebp1
776	Manf	Eif4ebp1
777	Mt2	Eif4ebp1
778	Emilin2	Eif4ebp1
779	Smox	Eif4ebp1
780	Ero1l	Eif4ebp1
781	Nedd9	Eif4ebp1
782	Bnip3	Eif4ebp1
783	Fam162a	Eif4ebp1
784	Higd1a	Eif4ebp1
785	Fndc3a	Eif4ebp1
786	Dnajb9	Eif4ebp1
787	Gpr141	Eif4ebp1
788	Slc2a1	Eif4ebp1
789	Lyz2	P4hb
790	Ctss	P4hb
791	Cst3	P4hb
792	Tmsb4x	P4hb
793	Cxcl3	P4hb
794	Rpl37a	P4hb
795	Tyrobp	P4hb
796	Rpl32	P4hb
797	Slpi	P4hb
798	Rps18	P4hb
799	Rpl41	P4hb
800	Rps19	P4hb
801	Rpl13	P4hb
802	Rps8	P4hb
803	Rplp1	P4hb
804	Rpl3	P4hb
805	Prdx6	P4hb
806	Rpl14	P4hb
807	Rgcc	P4hb
808	Rps23	P4hb
809	F10	P4hb
810	Rpl11	P4hb
811	Ccr1	P4hb
812	Slc16a3	P4hb
813	Manf	P4hb
814	Mt2	P4hb
815	Emilin2	P4hb
816	Smox	P4hb
817	Ero1l	P4hb
818	Nedd9	P4hb
819	Inhba	P4hb
820	Bnip3	P4hb
821	Fam162a	P4hb
822	Higd1a	P4hb
823	Pilra	P4hb
824	Fndc3a	P4hb
825	Dnajb9	P4hb
826	Gpr141	P4hb
827	Dok2	P4hb
828	Slc2a1	P4hb
829	Eif4ebp1	P4hb
830	Lyz2	Sgms2
831	Ctss	Sgms2
832	Cst3	Sgms2
833	Tmsb4x	Sgms2
834	Cxcl3	Sgms2
835	Rpl32	Sgms2
836	Slpi	Sgms2
837	Rps18	Sgms2
838	Rps19	Sgms2
839	Rpl13	Sgms2
840	Rps8	Sgms2
841	Rpl3	Sgms2
842	Prdx6	Sgms2
843	Rpl14	Sgms2
844	Rgcc	Sgms2
845	F10	Sgms2
846	Rpl11	Sgms2
847	Ccr1	Sgms2
848	Slc16a3	Sgms2
849	Manf	Sgms2
850	Mt2	Sgms2
851	Emilin2	Sgms2
852	Smox	Sgms2
853	Ero1l	Sgms2
854	Nedd9	Sgms2
855	Inhba	Sgms2
856	Bnip3	Sgms2
857	Fam162a	Sgms2
858	Higd1a	Sgms2
859	Fndc3a	Sgms2
860	Dnajb9	Sgms2
861	Gpr141	Sgms2
862	Dok2	Sgms2
863	Slc2a1	Sgms2
864	P4hb	Sgms2
865	Lyz2	Maml2
866	Ctss	Maml2
867	Cst3	Maml2
868	Tmsb4x	Maml2
869	Cxcl3	Maml2
870	Rpl37a	Maml2
871	Rps27a	Maml2
872	Rpl32	Maml2
873	Slpi	Maml2
874	Rps18	Maml2
875	Rps4x	Maml2
876	Rpl41	Maml2
877	Rps19	Maml2
878	Rpl13	Maml2
879	Rps8	Maml2
880	Rplp1	Maml2
881	Rpl14	Maml2
882	Rgcc	Maml2
883	Rps23	Maml2
884	Rpl11	Maml2
885	Slc16a3	Maml2
886	Mt2	Maml2
887	Emilin2	Maml2
888	Ero1l	Maml2
889	Inhba	Maml2
890	Bnip3	Maml2
891	Pilra	Maml2
892	Fndc3a	Maml2
893	Slc2a1	Maml2
894	Eif4ebp1	Maml2
895	P4hb	Maml2
896	Lyz2	Trem1
897	Ctss	Trem1
898	Cst3	Trem1
899	Tmsb4x	Trem1
900	Cxcl3	Trem1
901	Rpl37a	Trem1
902	Rps27a	Trem1
903	Rpl32	Trem1
904	Slpi	Trem1
905	Rps18	Trem1
906	Rpl41	Trem1
907	Rps19	Trem1
908	Rpl13	Trem1
909	Rps8	Trem1
910	Rplp1	Trem1
911	Rpl3	Trem1
912	Prdx6	Trem1
913	Rpl14	Trem1
914	Rgcc	Trem1
915	F10	Trem1
916	Rpl11	Trem1
917	Ccr1	Trem1
918	Slc16a3	Trem1
919	Emilin2	Trem1
920	Smox	Trem1
921	Ero1l	Trem1
922	Nedd9	Trem1
923	Inhba	Trem1
924	Bnip3	Trem1
925	Fam162a	Trem1
926	Higd1a	Trem1
927	Pilra	Trem1
928	Fndc3a	Trem1
929	Slc2a1	Trem1
930	Eif4ebp1	Trem1
931	P4hb	Trem1
932	Sgms2	Trem1
933	Lyz2	Grina
934	Ctss	Grina
935	Cst3	Grina
936	Tmsb4x	Grina
937	Cxcl3	Grina
938	Rpl37a	Grina
939	Rps27a	Grina
940	Tyrobp	Grina
941	Rpl32	Grina
942	Slpi	Grina
943	Rps18	Grina
944	Rps4x	Grina
945	Rpl41	Grina
946	Rps19	Grina
947	Rpl13	Grina
948	Rps8	Grina
949	Rplp1	Grina
950	Rpl3	Grina
951	Fcer1g	Grina
952	Prdx6	Grina
953	Rpl14	Grina
954	Rgcc	Grina
955	Rps23	Grina
956	F10	Grina
957	Rpl11	Grina
958	Slc16a3	Grina
959	Manf	Grina
960	Mt2	Grina
961	Emilin2	Grina
962	Smox	Grina
963	Ero1l	Grina
964	Nedd9	Grina
965	Inhba	Grina
966	Bnip3	Grina
967	Fam162a	Grina
968	Higd1a	Grina
969	Pilra	Grina
970	Fndc3a	Grina
971	Dnajb9	Grina
972	Gpr141	Grina
973	Slc2a1	Grina
974	Eif4ebp1	Grina
975	P4hb	Grina
976	Sgms2	Grina
977	Maml2	Grina
978	Trem1	Grina
979	Lyz2	Ndrg1
980	Ctss	Ndrg1
981	Cst3	Ndrg1
982	Tmsb4x	Ndrg1
983	Cxcl3	Ndrg1
984	Rpl37a	Ndrg1
985	Rps27a	Ndrg1
986	Tyrobp	Ndrg1
987	Rpl32	Ndrg1
988	Slpi	Ndrg1
989	Rps18	Ndrg1
990	Rpl41	Ndrg1
991	Rps19	Ndrg1
992	Rpl13	Ndrg1
993	Rps8	Ndrg1
994	Rplp1	Ndrg1
995	Rpl3	Ndrg1
996	Fcer1g	Ndrg1
997	Prdx6	Ndrg1
998	Rpl14	Ndrg1
999	Rgcc	Ndrg1
1000	Rps23	Ndrg1
1001	F10	Ndrg1
1002	Rpl11	Ndrg1
1003	Slc16a3	Ndrg1
1004	Manf	Ndrg1
1005	Mt2	Ndrg1
1006	Emilin2	Ndrg1
1007	Smox	Ndrg1
1008	Ero1l	Ndrg1
1009	Nedd9	Ndrg1
1010	Inhba	Ndrg1
1011	Bnip3	Ndrg1
1012	Fam162a	Ndrg1
1013	Higd1a	Ndrg1
1014	Pilra	Ndrg1
1015	Fndc3a	Ndrg1
1016	Dnajb9	Ndrg1
1017	Gpr141	Ndrg1
1018	Dok2	Ndrg1
1019	Slc2a1	Ndrg1
1020	Eif4ebp1	Ndrg1
1021	P4hb	Ndrg1
1022	Sgms2	Ndrg1
1023	Maml2	Ndrg1
1024	Trem1	Ndrg1
1025	Grina	Ndrg1
1026	Lyz2	Tes
