Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
Tubb6	-2.727024239	4.16E-148	0.072	0.446	1.34E-143
Clec4d	-2.102361834	5.76E-146	0.156	0.559	1.86E-141
Ier3	-2.028869086	1.05E-138	0.209	0.602	3.40E-134
Serpinb6a	2.726466254	2.60E-138	0.483	0.137	8.41E-134
Atf3	-2.129406072	1.14E-137	0.143	0.533	3.70E-133
Emp1	-2.377110814	5.06E-135	0.092	0.459	1.63E-130
Eif4e	-2.337680438	9.31E-130	0.1	0.458	3.01E-125
Ccr1	-2.898546468	9.90E-128	0.04	0.358	3.20E-123
Cycs	-2.196785706	3.64E-126	0.094	0.449	1.18E-121
Rgcc	-5.021204356	1.09E-124	0.008	0.278	3.51E-120
Manf	-2.129965311	1.12E-118	0.122	0.472	3.60E-114
Pdpn	-3.068855849	2.95E-111	0.058	0.35	9.54E-107
Tmem176b	2.999389228	8.41E-111	0.386	0.091	2.72E-106
Adam8	-2.204857226	3.35E-109	0.084	0.398	1.08E-104
Plac8	-3.685010042	4.81E-109	0.033	0.301	1.55E-104
Ltb4r1	-4.733400607	6.33E-109	0.009	0.253	2.04E-104
Ell2	-2.564237621	1.84E-105	0.052	0.336	5.94E-101
Plaur	-2.739442645	2.23E-103	0.045	0.319	7.20E-99
Gda	-2.205745801	2.64E-103	0.068	0.362	8.52E-99
Dok2	-3.367957704	2.56E-102	0.023	0.272	8.25E-98
Tgm2	-2.184917336	3.71E-102	0.096	0.403	1.20E-97
Nr4a1	-2.355428184	2.19E-100	0.059	0.341	7.08E-96
Mdm2	-2.36384625	2.38E-100	0.076	0.365	7.69E-96
Il1b	-3.038626764	2.31E-99	0.082	0.362	7.46E-95
Rab20	-2.271129297	6.02E-99	0.06	0.34	1.94E-94
2410006H16Rik	2.473858376	2.27E-98	0.409	0.127	7.34E-94
Ehd1	-2.769616282	1.64E-97	0.044	0.305	5.30E-93
Osm	-3.261644324	1.45E-95	0.032	0.276	4.69E-91
Il1rn	-3.971528183	2.37E-95	0.019	0.248	7.67E-91
F10	-6.369201604	7.73E-95	0.005	0.212	2.50E-90
Tanc2	4.122034023	8.01E-95	0.268	0.032	2.58E-90
Crem	-2.396736638	1.07E-93	0.067	0.337	3.47E-89
Gm42418	2.506884614	8.16E-91	0.389	0.125	2.63E-86
Klf2	-2.19506654	2.72E-90	0.079	0.351	8.78E-86
Gm47283	-3.002185302	6.15E-90	0.036	0.273	1.98E-85
Txnip	2.865518418	1.20E-89	0.319	0.068	3.86E-85
Fcgrt	2.873015032	2.07E-87	0.318	0.073	6.67E-83
Mir99ahg	4.391133279	1.21E-86	0.236	0.023	3.91E-82
Cd81	2.268431253	9.46E-86	0.416	0.156	3.05E-81
Clec4e	-3.764164279	2.97E-85	0.019	0.228	9.60E-81
Lmnb1	-3.006242493	3.53E-84	0.028	0.246	1.14E-79
Ddx39	-2.520290775	5.03E-84	0.038	0.269	1.62E-79
Cd72	2.839139674	5.96E-84	0.343	0.098	1.92E-79
Wwp1	2.479348045	1.40E-83	0.372	0.125	4.53E-79
Ccl8	2.923436294	2.77E-83	0.308	0.068	8.93E-79
Tmcc3	3.102898975	7.49E-83	0.285	0.055	2.42E-78
Tmem176a	3.096765085	3.73E-82	0.288	0.058	1.20E-77
Ly6c2	-4.294932312	1.69E-80	0.015	0.209	5.44E-76
Mmp19	-3.384254942	1.89E-80	0.03	0.24	6.11E-76
Azin1	-2.48657197	2.89E-80	0.044	0.27	9.34E-76
Cd36	-2.346471626	8.62E-79	0.069	0.308	2.78E-74
Serinc3	2.006062137	1.28E-78	0.425	0.177	4.14E-74
Ern1	-2.146953322	9.49E-77	0.067	0.305	3.06E-72
Tubb4b	-2.650042451	4.72E-75	0.034	0.241	1.53E-70
Abtb2	-3.769507026	2.22E-74	0.017	0.201	7.16E-70
Rgl1	-2.105331149	9.37E-74	0.06	0.287	3.03E-69
Hist1h2bc	2.988075771	2.74E-73	0.262	0.052	8.84E-69
Morrbid	-2.711521857	6.75E-71	0.032	0.228	2.18E-66
St3gal1	-2.150653549	4.95E-69	0.056	0.269	1.60E-64
Slc16a3	-2.80871087	5.29E-68	0.036	0.227	1.71E-63
Ighm	3.303870848	7.47E-68	0.225	0.036	2.41E-63
Plbd1	-2.555842221	8.07E-64	0.035	0.218	2.60E-59
Dusp5	-4.28405003	3.89E-63	0.007	0.155	1.26E-58
Phlda1	-2.314349176	7.15E-61	0.042	0.226	2.31E-56
Cytip	-2.181905275	3.05E-60	0.053	0.244	9.85E-56
Igfbp6	-2.730172799	6.59E-60	0.023	0.188	2.13E-55
Nfil3	-3.281084326	6.68E-60	0.016	0.17	2.16E-55
Ezr	-2.665599261	3.94E-59	0.032	0.202	1.27E-54
Cd24a	-5.656182602	9.19E-59	0.003	0.136	2.97E-54
Il7r	-2.502586404	7.25E-58	0.046	0.223	2.34E-53
Odc1	-2.425302988	8.70E-58	0.036	0.208	2.81E-53
Mpp7	-2.388112013	5.05E-57	0.041	0.213	1.63E-52
Gsr	-2.505243486	4.84E-55	0.04	0.206	1.56E-50
Sertad1	-2.089506348	4.59E-53	0.044	0.212	1.48E-48
Sparc	2.0822923	5.04E-53	0.276	0.09	1.63E-48
Txnrd1	-2.023698312	2.35E-52	0.046	0.215	7.58E-48
Pou2f2	2.049196535	7.17E-52	0.286	0.102	2.32E-47
Gyg	2.015996601	9.04E-51	0.306	0.124	2.92E-46
Nlrp3	-3.321155016	7.98E-50	0.014	0.143	2.58E-45
Sde2	-2.44356091	2.79E-49	0.028	0.172	9.02E-45
Cx3cr1	2.067487422	5.85E-49	0.299	0.118	1.89E-44
Creld2	-2.251117756	8.65E-49	0.028	0.173	2.79E-44
Eef1e1	-2.297785635	1.74E-48	0.03	0.176	5.61E-44
Chst11	-3.87496315	4.87E-48	0.01	0.13	1.57E-43
Zfhx3	2.3843672	5.78E-48	0.233	0.07	1.87E-43
Slpi	-4.475058209	1.78E-47	0.008	0.124	5.75E-43
Ankrd28	-2.44447723	3.42E-46	0.025	0.16	1.11E-41
Gpr34	5.977077543	7.09E-46	0.11	0.003	2.29E-41
Ramp1	3.184288387	1.16E-45	0.163	0.028	3.74E-41
Ppbp	-5.368505352	1.66E-43	0.006	0.111	5.37E-39
Ppa1	-2.558985066	3.17E-43	0.017	0.138	1.02E-38
Igfbp4	2.611779521	3.81E-43	0.196	0.053	1.23E-38
Cpq	2.902781449	3.81E-43	0.17	0.036	1.23E-38
H2afv	2.049477816	1.12E-42	0.251	0.091	3.61E-38
Hist1h1c	2.690165983	2.17E-41	0.194	0.055	7.01E-37
Slc7a11	-4.758389831	2.92E-41	0.005	0.103	9.43E-37
Hp	-2.741117533	3.07E-41	0.013	0.123	9.93E-37
Prkn	3.538182155	8.25E-41	0.125	0.014	2.66E-36
Mrto4	-2.117026762	8.36E-41	0.032	0.161	2.70E-36
Ddx21	-2.229844089	1.20E-40	0.027	0.151	3.87E-36
Csrnp1	-2.700304678	2.99E-40	0.015	0.126	9.65E-36
Tmem140	2.351241027	1.69E-39	0.184	0.049	5.45E-35
Slamf9	2.489409831	2.23E-39	0.211	0.07	7.20E-35
Gm17056	-3.651927474	2.31E-39	0.007	0.104	7.47E-35
Noct	-2.616952668	4.03E-39	0.017	0.126	1.30E-34
Rapsn	3.657358701	6.86E-39	0.123	0.016	2.22E-34
Adora2b	-3.873973848	5.68E-38	0.008	0.103	1.83E-33
Arg2	-3.730980675	1.20E-37	0.008	0.103	3.88E-33
Gar1	-2.083753097	2.40E-37	0.03	0.149	7.74E-33
Ripk3	-2.57650583	2.59E-37	0.016	0.122	8.37E-33
AA467197	-2.386405034	4.18E-37	0.02	0.127	1.35E-32
Plcb1	-2.7973529	1.31E-36	0.014	0.115	4.22E-32
F7	-5.469654017	1.32E-36	0.003	0.087	4.27E-32
Pdgfc	3.88404805	1.47E-36	0.108	0.011	4.76E-32
Cyp27a1	3.359039626	2.59E-36	0.123	0.018	8.35E-32
Nop58	-2.461123179	4.05E-36	0.023	0.132	1.31E-31
AW112010	2.497872911	4.44E-36	0.177	0.051	1.43E-31
Nt5e	-4.561031412	2.82E-35	0.004	0.087	9.09E-31
Ldlrad4	2.118398989	2.14E-34	0.181	0.056	6.90E-30
Pnpla7	2.213311852	2.65E-34	0.166	0.045	8.57E-30
Cxcl3	-10.47588314	1.78E-33	0	0.073	5.75E-29
Gpr35	-2.598339275	1.84E-33	0.014	0.108	5.94E-29
Parp8	2.306635813	6.49E-33	0.16	0.044	2.09E-28
Ulk2	2.310982692	1.35E-32	0.168	0.051	4.37E-28
Vps37b	-2.019019242	1.44E-32	0.03	0.138	4.63E-28
Slc39a14	-3.48384232	6.42E-32	0.006	0.085	2.07E-27
Gpx3	2.052339756	7.58E-32	0.197	0.072	2.45E-27
Glipr2	-2.56261612	7.60E-32	0.015	0.106	2.45E-27
Bmyc	2.145331488	3.18E-31	0.18	0.061	1.03E-26
Gm13710	5.6903298	4.87E-31	0.074	0.002	1.57E-26
Aoah	2.105020125	5.12E-31	0.194	0.073	1.65E-26
Hpgd	3.972621183	1.06E-30	0.088	0.008	3.42E-26
Pink1	3.090119701	2.12E-30	0.114	0.021	6.84E-26
Mir22hg	-2.571026033	4.57E-30	0.013	0.098	1.47E-25
Mxd4	2.086910373	5.01E-30	0.179	0.063	1.62E-25
Rrp15	-2.494498301	5.81E-30	0.014	0.1	1.88E-25
Lacc1	2.864129968	6.59E-30	0.129	0.031	2.13E-25
Rnf180	2.172810016	8.39E-30	0.164	0.053	2.71E-25
Gk	-2.134562286	1.83E-29	0.021	0.113	5.90E-25
Lin54	-2.279329747	2.45E-29	0.019	0.108	7.91E-25
Gclc	-2.324655355	4.19E-29	0.018	0.106	1.35E-24
Stard9	2.084962906	2.20E-28	0.176	0.064	7.11E-24
Itgb7	-3.835533425	3.30E-28	0.005	0.075	1.06E-23
Sesn1	2.054501532	1.03E-27	0.169	0.06	3.32E-23
Malt1	-2.231389765	1.35E-27	0.026	0.117	4.36E-23
Ass1	-2.342583514	1.43E-27	0.019	0.104	4.61E-23
Mettl1	-2.929598127	1.59E-27	0.01	0.086	5.12E-23
Dmkn	-4.24196685	1.78E-27	0.004	0.071	5.74E-23
Atp2b4	-2.631200732	2.05E-27	0.011	0.088	6.62E-23
Timm8a1	-2.100220518	2.91E-27	0.022	0.109	9.40E-23
Ctla2b	3.010679058	3.04E-27	0.111	0.024	9.82E-23
Slc2a1	-2.310119905	6.01E-27	0.017	0.099	1.94E-22
Thbd	-2.521234599	8.27E-26	0.013	0.087	2.67E-21
Gpd2	-2.003291121	2.55E-25	0.026	0.111	8.22E-21
Ppfia4	2.326208602	3.16E-25	0.124	0.034	1.02E-20
Tbc1d4	3.115580316	4.08E-25	0.087	0.013	1.32E-20
Plxna4os1	2.518232918	6.35E-25	0.112	0.027	2.05E-20
Rhov	-4.822927463	8.89E-25	0.003	0.061	2.87E-20
Tarm1	-4.156837778	1.14E-24	0.003	0.061	3.67E-20
Zswim4	-2.527689221	1.12E-23	0.009	0.075	3.60E-19
Postn	2.00148062	1.86E-23	0.131	0.041	6.00E-19
Nfkbie	-2.379737431	2.29E-23	0.018	0.091	7.38E-19
Lyl1	2.021224568	4.29E-23	0.144	0.052	1.39E-18
Cdk20	-2.005347825	5.75E-23	0.018	0.091	1.86E-18
Gm5086	2.056208714	6.44E-23	0.136	0.046	2.08E-18
Plxdc2	2.993078982	6.54E-23	0.094	0.02	2.11E-18
Nr1h3	-2.046882701	8.40E-23	0.02	0.094	2.71E-18
Zfp467	2.515732474	1.03E-22	0.107	0.028	3.33E-18
Inf2	-2.378935793	2.48E-22	0.015	0.082	8.01E-18
Uck2	-2.772698621	3.52E-22	0.008	0.069	1.14E-17
Ypel2	4.598967302	6.36E-22	0.056	0.003	2.05E-17
Gm1673	3.238210901	1.48E-21	0.076	0.012	4.78E-17
Sgms2	-2.999963476	1.55E-21	0.008	0.067	5.00E-17
Ttyh2	2.840020378	1.58E-21	0.092	0.021	5.10E-17
Mmp8	-2.521163421	1.75E-21	0.015	0.08	5.66E-17
Abca9	3.527083676	1.76E-21	0.07	0.01	5.69E-17
Tob1	-2.765701343	1.84E-21	0.009	0.068	5.95E-17
Inpp4b	2.418626176	2.55E-20	0.113	0.036	8.23E-16
Dusp2	-2.070629014	6.15E-20	0.018	0.083	1.98E-15
Bckdha	2.190496068	7.09E-20	0.112	0.036	2.29E-15
Arhgap19	2.56314285	7.18E-20	0.091	0.023	2.32E-15
Ednrb	-2.440767599	7.25E-20	0.014	0.075	2.34E-15
Etv5	-2.112013532	8.21E-20	0.015	0.077	2.65E-15
Dbp	3.501723296	8.76E-20	0.068	0.011	2.83E-15
B3galnt1	3.316722194	9.10E-20	0.07	0.012	2.94E-15
Trem3	-5.314325505	1.74E-19	0.001	0.045	5.62E-15
Cadm1	2.893673561	1.93E-19	0.074	0.014	6.22E-15
Speg	6.519208738	2.72E-19	0.045	0.001	8.78E-15
Samd4	4.288726653	5.43E-19	0.053	0.004	1.75E-14
Tnip3	-2.689929244	5.72E-19	0.009	0.063	1.85E-14
Ptgs2	-4.034106194	1.18E-18	0.004	0.049	3.80E-14
Fbxw4	2.117182841	1.80E-18	0.123	0.046	5.80E-14
Mfge8	3.224970424	2.56E-18	0.075	0.016	8.27E-14
Calhm6	2.525843575	5.08E-18	0.07	0.013	1.64E-13
1700016P03Rik	-2.509957337	5.20E-18	0.006	0.053	1.68E-13
Fat3	6.878464625	9.79E-18	0.042	0.001	3.16E-13
Gm43661	-2.810275945	1.13E-17	0.005	0.051	3.66E-13
Id1	-3.400749656	1.20E-17	0.004	0.047	3.88E-13
Ctsf	5.016571131	1.48E-17	0.043	0.002	4.79E-13
H2-Eb1	2.02563351	1.58E-17	0.168	0.083	5.11E-13
Igf2bp2	-3.356741382	2.20E-17	0.004	0.048	7.12E-13
Prune2	2.003575959	2.60E-17	0.133	0.057	8.39E-13
Slco2b1	3.477499741	2.63E-17	0.056	0.008	8.48E-13
Gm36738	3.657463225	3.29E-17	0.052	0.006	1.06E-12
Zmynd15	3.225503188	3.30E-17	0.057	0.008	1.07E-12
Rapgef5	3.252727269	3.43E-17	0.059	0.009	1.11E-12
Agmo	4.511858222	3.46E-17	0.046	0.003	1.12E-12
Ms4a8a	-2.388694373	3.51E-17	0.009	0.058	1.13E-12
Dkc1	-2.368372297	3.53E-17	0.011	0.063	1.14E-12
Lrp6	2.009633415	5.29E-17	0.105	0.037	1.71E-12
Fbxl20	2.108314732	7.27E-17	0.1	0.033	2.35E-12
Pdcd4	2.82875909	7.59E-17	0.068	0.015	2.45E-12
Phyhd1	3.213672673	8.24E-17	0.061	0.011	2.66E-12
Olr1	-4.050290916	8.28E-17	0.004	0.045	2.67E-12
Rab11fip1	-3.238894681	9.53E-17	0.007	0.052	3.08E-12
Gm13986	-2.779038648	1.29E-16	0.007	0.052	4.18E-12
Mfap4	2.330994868	1.30E-16	0.078	0.02	4.20E-12
Themis2	2.361902831	1.98E-16	0.069	0.015	6.40E-12
Maff	-3.130690806	6.58E-16	0.005	0.046	2.12E-11
Scn1b	3.226417538	9.06E-16	0.054	0.009	2.93E-11
Tk2	2.269757988	1.53E-15	0.084	0.026	4.92E-11
Shisa9	8.229025238	1.95E-15	0.033	0	6.31E-11
Slc46a3	3.172813657	2.35E-15	0.052	0.008	7.59E-11
Stard8	2.178810752	3.06E-15	0.097	0.035	9.86E-11
Flrt3	-5.818169383	3.50E-15	0.001	0.033	1.13E-10
Calhm2	2.664113542	3.64E-15	0.063	0.014	1.18E-10
Cd33	2.135368302	4.33E-15	0.088	0.029	1.40E-10
Map4k1	-2.427337448	4.91E-15	0.007	0.048	1.59E-10
Simc1	-2.381572576	6.46E-15	0.013	0.06	2.08E-10
Ptgs1	2.727389583	6.52E-15	0.065	0.016	2.10E-10
Gdpd1	2.423356005	9.72E-15	0.07	0.019	3.14E-10
AI504432	-2.314021621	1.28E-14	0.007	0.047	4.14E-10
Scamp5	2.808070024	4.41E-14	0.055	0.011	1.42E-09
Cgnl1	-3.130182145	4.85E-14	0.003	0.038	1.57E-09
Psat1	-2.727579075	5.43E-14	0.008	0.048	1.75E-09
Slamf8	-3.227115812	8.98E-14	0.004	0.038	2.90E-09
Tmem71	3.77351322	1.12E-13	0.041	0.005	3.60E-09
Lsmem1	-3.024963175	1.19E-13	0.005	0.04	3.84E-09
Cd177	-7.872761063	1.68E-13	0	0.028	5.41E-09
Cracr2b	2.984460089	1.74E-13	0.051	0.01	5.62E-09
Gm9733	-5.244764813	2.65E-13	0.001	0.029	8.55E-09
Gpat3	-3.044118204	3.01E-13	0.004	0.038	9.73E-09
Ms4a14	2.029572288	4.47E-13	0.084	0.031	1.44E-08
Piwil2	-2.974356959	5.44E-13	0.003	0.034	1.75E-08
Trem1	-4.140442495	6.76E-13	0.001	0.03	2.18E-08
Pcyox1	2.076202661	6.81E-13	0.072	0.023	2.20E-08
Ppfibp2	2.139906652	7.39E-13	0.067	0.02	2.39E-08
Zfp688	3.479888323	7.46E-13	0.038	0.004	2.41E-08
Adcy9	2.273258535	1.33E-12	0.065	0.019	4.31E-08
Inka1	6.246967694	1.37E-12	0.028	0.001	4.42E-08
Zdhhc9	2.154213228	1.46E-12	0.061	0.017	4.72E-08
Fggy	2.389046887	2.26E-12	0.069	0.022	7.31E-08
Col14a1	2.223102322	2.28E-12	0.067	0.02	7.36E-08
Map2k6	3.4262265	2.49E-12	0.039	0.005	8.05E-08
Gm36172	-2.561511016	2.55E-12	0.004	0.036	8.23E-08
Il16	2.025040658	2.78E-12	0.063	0.018	8.99E-08
Cdkn2c	2.911542591	2.99E-12	0.046	0.009	9.64E-08
Gpr155	4.150447835	3.01E-12	0.03	0.002	9.73E-08
Ctla2a	2.638295039	3.07E-12	0.051	0.011	9.90E-08
St3gal5	-2.483833895	3.13E-12	0.005	0.038	1.01E-07
Arap3	2.45466323	4.71E-12	0.051	0.012	1.52E-07
Copz2	2.034400823	5.20E-12	0.063	0.019	1.68E-07
P2ry14	3.422186486	1.01E-11	0.038	0.005	3.25E-07
Pck2	3.315357442	1.11E-11	0.041	0.007	3.60E-07
Ryr1	-4.385976911	1.24E-11	0.002	0.028	4.01E-07
Sgsh	2.846818243	1.28E-11	0.043	0.008	4.13E-07
Slc7a1	-2.558228415	1.32E-11	0.005	0.037	4.25E-07
Htr2b	2.709938551	1.60E-11	0.05	0.012	5.15E-07
Zfp810	3.197569008	1.74E-11	0.037	0.005	5.61E-07
Rasgrp3	4.071799561	2.19E-11	0.031	0.003	7.05E-07
Ifitm1	-2.604477049	2.21E-11	0.006	0.038	7.14E-07
Ttc28	2.369959671	2.24E-11	0.046	0.01	7.23E-07
Scmh1	2.028645066	2.87E-11	0.074	0.027	9.27E-07
Abtb1	2.042089918	3.09E-11	0.072	0.026	9.96E-07
Gm34455	-2.985067306	3.68E-11	0.003	0.03	1.19E-06
Ltc4s	2.134013837	4.76E-11	0.075	0.028	1.54E-06
Vegfa	-3.298485994	5.01E-11	0.002	0.028	1.62E-06
Ear2	-4.4024549	8.28E-11	0.001	0.025	2.67E-06
Eln	2.604814017	8.77E-11	0.043	0.009	2.83E-06
2610035D17Rik	2.871147223	1.29E-10	0.036	0.006	4.15E-06
Csad	2.382727275	1.33E-10	0.049	0.013	4.30E-06
Eef2k	2.451203994	1.35E-10	0.043	0.01	4.35E-06
Spsb4	-3.981437494	1.43E-10	0.001	0.024	4.63E-06
Dhx29	-2.306039243	1.59E-10	0.007	0.038	5.14E-06
Ccl24	-3.219424147	1.61E-10	0.007	0.038	5.19E-06
Sdc1	-2.461104794	1.80E-10	0.006	0.035	5.80E-06
Cthrc1	2.416015368	1.91E-10	0.052	0.015	6.16E-06
Il18bp	2.559037659	2.04E-10	0.043	0.01	6.59E-06
Gm47507	-3.403071991	2.44E-10	0.002	0.026	7.88E-06
Gm48302	-4.958124405	2.88E-10	0.001	0.022	9.29E-06
Jdp2	-2.229979978	2.90E-10	0.006	0.035	9.35E-06
Nle1	-2.710468877	3.05E-10	0.003	0.027	9.85E-06
Dnmt3aos	-7.119436704	3.16E-10	0	0.02	1.02E-05
4921516A02Rik	-4.439541786	4.03E-10	0.001	0.023	1.30E-05
Gm47754	3.281757142	4.08E-10	0.031	0.004	1.32E-05
Ezh1	2.009152617	4.34E-10	0.056	0.018	1.40E-05
Hnmt	2.161855954	4.82E-10	0.048	0.013	1.56E-05
Met	-5.124842806	4.90E-10	0.001	0.022	1.58E-05
Adcy3	2.496097424	5.73E-10	0.039	0.008	1.85E-05
Trp53inp1	2.422577879	6.04E-10	0.038	0.008	1.95E-05
Ddit4	-2.099689099	7.04E-10	0.008	0.038	2.27E-05
Fam214a	2.378980731	7.23E-10	0.053	0.017	2.33E-05
Rcn3	2.09067949	1.05E-09	0.065	0.025	3.38E-05
Fer	2.276866867	1.14E-09	0.042	0.01	3.67E-05
Gm10134	3.284932976	1.42E-09	0.028	0.003	4.58E-05
Cnrip1	3.465171688	1.55E-09	0.029	0.004	5.01E-05
Inafm1	3.585529581	1.65E-09	0.03	0.004	5.32E-05
A530064D06Rik	-2.297069434	1.72E-09	0.008	0.037	5.56E-05
Ust	4.250158381	2.50E-09	0.025	0.002	8.07E-05
Rras	2.79744456	2.62E-09	0.04	0.01	8.47E-05
Zfp945	3.190729493	2.73E-09	0.038	0.009	8.81E-05
Gm14461	5.842797998	2.75E-09	0.02	0.001	8.89E-05
Chd3	2.038834197	2.99E-09	0.06	0.023	9.66E-05
Plxna4	3.970877238	3.38E-09	0.023	0.002	0.000109154
Spint1	-4.460946743	3.43E-09	0.001	0.021	0.000110668
Per3	3.899185249	4.17E-09	0.021	0.001	0.000134782
Cdk18	2.532718592	4.40E-09	0.039	0.01	0.000142026
Slc36a3os	-3.609412419	4.57E-09	0.002	0.022	0.000147635
1110032A03Rik	2.030266922	7.52E-09	0.055	0.02	0.000242736
Etl4	5.249144864	7.68E-09	0.019	0.001	0.000247997
Cln6	2.000978753	7.99E-09	0.057	0.021	0.00025781
Gpr162	3.755436701	8.34E-09	0.025	0.003	0.000269217
Kbtbd3	2.544032918	8.55E-09	0.034	0.008	0.000276147
Slc40a1	2.747291294	8.80E-09	0.04	0.011	0.000284071
Mcemp1	-2.500624169	8.89E-09	0.005	0.03	0.000287025
Fads1	2.356171439	9.09E-09	0.044	0.013	0.000293429
Gm49774	-2.93593573	9.54E-09	0.002	0.023	0.000308035
Dpy19l4	2.470161256	1.03E-08	0.045	0.014	0.000331532
B3gnt5	-7.094297472	1.38E-08	0	0.017	0.000444275
Fosl1	-6.778342483	1.38E-08	0	0.017	0.000444275
Pard3b	3.344460897	1.41E-08	0.024	0.003	0.000455752
Adamts10	2.706730567	1.74E-08	0.035	0.009	0.000562779
5730409E04Rik	3.125718427	1.81E-08	0.026	0.004	0.000583295
Zfyve28	5.025039327	2.12E-08	0.018	0.001	0.000685397
Tnnt1	-2.586769837	2.33E-08	0.002	0.02	0.000752745
Fam71f2	-2.74151369	2.80E-08	0.002	0.022	0.000904703
Spaca9	2.812758177	3.41E-08	0.029	0.005	0.001100868
Icosl	2.540061816	3.46E-08	0.032	0.007	0.001116788
Gfod1	-2.411326031	3.64E-08	0.003	0.024	0.001175484
Map2k3os	-2.580880928	3.85E-08	0.004	0.026	0.001242376
Siglece	2.173632439	3.88E-08	0.041	0.012	0.001251186
Pianp	2.660902193	4.60E-08	0.038	0.011	0.001484579
Oxld1	2.670609385	4.70E-08	0.033	0.008	0.001516414
Ccn5	2.220762672	4.75E-08	0.034	0.009	0.001532256
Ehbp1	2.671262151	5.17E-08	0.031	0.007	0.001670693
Ccdc163	2.394066865	5.68E-08	0.04	0.012	0.001835003
Eno1b	-2.82401506	5.85E-08	0.005	0.026	0.001889441
Zhx2	-2.153075932	6.13E-08	0.005	0.027	0.001979159
1110046J04Rik	4.322453925	6.56E-08	0.02	0.002	0.002119396
Gja1	-2.359583779	9.95E-08	0.005	0.027	0.003213065
Macrod1	2.293320323	1.13E-07	0.033	0.009	0.003641033
Nuak1	2.61085445	1.13E-07	0.032	0.008	0.003647236
Vegfb	2.148976897	1.14E-07	0.041	0.013	0.003669494
Ap4m1	2.310227668	1.17E-07	0.037	0.011	0.003773377
Iffo1	2.112978232	1.21E-07	0.033	0.009	0.003900296
Upp2	3.565264493	1.21E-07	0.025	0.004	0.003921218
Pglyrp1	-2.587920535	1.34E-07	0.002	0.02	0.004336432
A230028O05Rik	-3.415589367	1.49E-07	0.001	0.017	0.004820964
Gm50020	3.648848782	1.87E-07	0.023	0.004	0.006025742
Pdgfb	3.242048404	2.00E-07	0.025	0.004	0.006454652
Tpk1	2.022496807	2.02E-07	0.047	0.018	0.006522572
Chn2	2.080875707	2.17E-07	0.038	0.012	0.007007651
Lilra5	4.290859825	2.28E-07	0.017	0.001	0.00736958
4933406I18Rik	2.149077893	2.45E-07	0.037	0.011	0.007900715
Fxyd2	4.12997909	2.51E-07	0.021	0.003	0.008100166
Gm19951	-2.212349445	2.81E-07	0.004	0.023	0.009087792
Arhgef12	2.358979491	2.86E-07	0.035	0.01	0.009234749
Gpr171	-2.217083582	2.86E-07	0.003	0.022	0.009241333
