ad	density	cc	spath	eigencentr	betwcentr
Metoprolol	-84.5	97.5	98.5	91.5	94.5	-91.5
Midodrine	-84.5	97.5	98.5	91.5	-87	-91.5
Milrinone	-84.5	97.5	98.5	91.5	119	-91.5
Moexipril	-92	-92	-99	-91	-97	175
Nadolol	-84.5	97.5	98.5	91.5	-83	-91.5
Niacin	-84.5	97.5	98.5	91.5	-107	-91.5
Nicardipine	-84.5	97.5	98.5	91.5	-121.5	-91.5
Nicotinyl_alcohol	-84.5	97.5	98.5	91.5	-119	-91.5
Nifedipine	126	58	60	53	-52.5	124
Nimodipine	-84.5	97.5	98.5	91.5	94.5	-91.5
Nitrendipine	129.5	137.5	57.5	136.5	-79	-132.5
Nitrofural	-84.5	97.5	98.5	91.5	-167	-91.5
Olmesartan	-130.5	-135.5	-135.5	-134.5	-131	-136.5
Ouabain	-84.5	97.5	98.5	91.5	137	-91.5
Oxprenolol	-84.5	97.5	98.5	91.5	-119	-91.5
Perindopril	-84.5	97.5	98.5	91.5	-93.5	-91.5
Pindolol	-84.5	97.5	98.5	91.5	120.5	-91.5
Piretanide	131	137	138	132	152.5	129
Practolol	-84.5	97.5	98.5	91.5	-55	-91.5
Pravastatin	-128	-131	-132	-131	-132.5	-131
Probucol	-84.5	97.5	98.5	91.5	-138	-91.5
Propranolol	-43	49	61	-45	42	130
Quinapril	-84.5	97.5	98.5	91.5	135	-91.5
Quinethazone	-84.5	97.5	98.5	91.5	135	-91.5
Ramipril	-84.5	97.5	98.5	91.5	161	-91.5
Rivaroxaban	-84.5	97.5	98.5	91.5	-93.5	-91.5
Rosuvastatin	-84.5	97.5	98.5	91.5	137	-91.5
Simvastatin	-84.5	97.5	98.5	91.5	-119	-91.5
Sotalol	-84.5	97.5	98.5	91.5	-90.5	-91.5
Spironolactone	-47	-50	57	-49	-77	-50
Synephrine	-84.5	97.5	98.5	91.5	-138	-91.5
Telmisartan	-46	51	50	-48	-56.5	-49
Ticlopidine	-129.5	-134.5	-136.5	-133.5	-130	-134.5
Tienilic_acid	-84.5	97.5	98.5	91.5	-90.5	-91.5
Timolol	-84.5	97.5	98.5	91.5	112.5	-91.5
Torasemide	-84.5	97.5	98.5	91.5	119	-91.5
Treprostinil	-130	-133	-134	-129	-151	-132
Triamterene	-84.5	97.5	98.5	91.5	120.5	-91.5
Valsartan	-84.5	97.5	98.5	91.5	119	-91.5
Warfarin	-84.5	97.5	98.5	91.5	-119	-91.5
